ID,EN,RUS,TH,TH 2186/2772 (78.86%)
776,"Oh, puppy, I'm petting you! Why do you let me? You like me?","Оу, пёсик, я тебя глажу! Почему ты мне позволяешь? Я тебе нравлюсь?",อุ๊ย เจ้าหมา จะลูบละน้า! ทำไมยอมให้ลูบล่ะ? ชอบฉันหรอ?,
777,"What's your name, sweet puppy?","Как тебя зовут, милый пёсик?",ชื่ออะไรน่ะ เจ้าหมาน่ารัก?,
778,Is your name Lil' Cutie? Because it should be...,"Может быть, Милашка? Тебе бы подошло...",ชื่อว่า ไอ้ต้าวตัวน้อยใช่มั้ย? น่าจะใช่นะ...,
2682,Sha-daaan... Happiness to the broken puppy...,Та-дааам... Счастья сломанному пёсику...,แทน-แท้นนน... ให้ลูกหมาที่ตายมีความสุข,
779,I'll take the party hat as a symbol of our friendship.,Я возьму этот колпак как символ нашей дружбы.,หนูจะเอาหมวกปาร์ตี้ไปด้วย ไว้เป็นสัญลักษณ์มิตรภาพของเรา,
3908,Puppy doggy!,Пёсик!,เจ้าหมาตัวน้อย!,
2683,"It says ""No dogs allowed""... Huh, really?","Здесь написано ""С собаками нельзя""... Ха, серьёзно?",ป้ายเขียนว่า “ห้ามนำสุนัขเข้า”... หือ จริงหรอ?,
2563,"Huh, red ball puppy killer...",Красный мячик - убийца пёсиков...,หืม ฆาตกรลูกหมาบอลแดง...,
258,I'll set it free so we can go to the party.,"Я отпущу его, чтобы мы смогли пойти на вечеринку.",หนูจะปล่อยมันเป็นอิสระ เราจะได้ไปปาร์ตี้ด้วยกัน,
259,"Come on puppy, let's go party!","Вперёд пёсик, пошли на вечеринку!",มาสิเจ้าหมาน้อย ไปปาร์ตี้กัน!,
260,What party?,Какую вечеринку?,ปาร์ตี้หรอ?,
261,"The puppy is obviously going to a sweet party, it has a party hat.","Очевидно, что пёсик собрался на славную вечеринку, на нём колпак.",เจ้าหมาน้อยนี่ต้องกำลังจะไปปาร์ตี้แสนสนุกแน่ ก็มันใส่หมวกปาร์ตี้นี่นา,
262,"Ah yes, the party! I heard George is having one.","Ах да, вечеринка! Я слышал, Джордж устраивает одну.",อ้อ ใช่ๆ ปาร์ตี้ไง! ได้ยินว่าจอร์จกำลังจัดปาร์ตี้พอดี,
263,"So, are we going?","Ну, так мы идём?",งั้น เราไปเลยมั้ย?,
264,"Yes, why not! It’s just a bit farther ahead.","Да, почему нет! Вечеринка чуть дальше.",แน่นอน จะรออะไรล่ะ! อยู่ข้างหน้าอีกไม่ไกลเอง,
3904,This must be his dog.,Должно быть это его собака.,นี่คงต้องเป็นหมาของเขาแน่,
4305,"Look, there's a puppy!","Смотри, там пёсик!",ดูสิ นั่นลูกหมา!,
4306,"Hello, puppy!","Привет, пёсик!",สวัสดี เจ้าหมาน้อย!,
4307,"Now focus, Misfortune...","Сконцентрируйся, Неудача...",เอาล่ะ ตั้งใจนะยัยตัวซวย...,
4308,You have to make a very difficult choice regarding this puppy now.,"Тебе предстоит сделать сложный выбор, связанный с этим пёсиком.",เธอต้องตัดสินใจในเรื่องที่ยากมากเกี่ยวกับลูกหมาน้อยในตอนนี้,
4309,Be aware of the consequences.,Помни о последствиях.,ระวังเรื่องผลที่ตามมาให้ดี,
4310,Alright.,Хорошо.,โอเค,
4311,What a cute party hat!,Какой милый колпак!,หมวกปาร์ตี้น่ารักจัง!,
1242,"Oh sweet, I can see my footprint!","О, я вижу свои следы!",ตายแล้ว หนูเห็นรอยเท้าตัวเองด้วย!,
780,"Anyway, where are we?","Кстати, где мы?",ว่าแต่ เราอยู่ที่ไหนกัน?,
2684,Huh... I used a lot of sparkle back there...,Хм... Я потратила довольно много блёсток...,เห... หนูใช้กากเพชรไปเยอะเลย...,
1243,Let's see what came out...,"Давай посмотрим, что вышло...",ไหนดูหน่อยมีอะไรออกมาบ้าง...,
1473,I see a lot of glitter and...,Я вижу много блёсток и...,หนูเห็นกากเพชรเยอะแยะเลยแล้วก็...,
1474,"I can't watch this anymore... Please, let's keep moving.","Я больше не могу на это смотреть... Пожалуйста, пойдём дальше.",ทนดูต่อไม่ได้แล้ว... ขอล่ะ ไปต่อเถอะ,
3907,Is that rice pudding?,Это рисовый пудинг?,นั่นใช่ข้าวต้มมั้ยนะ?,
694,PuppyDog,,PuppyDog,
2686,What to do with the puppy?,Как поступить с пёсиком?,ทำอย่างไรกับลูกหมาตัวนี้ดี?,
283,Play with it,Поиграть,เล่นกับมัน,
284,Set it free,Освободить,ปล่อยเป็นอิสระ,
2685,Sign,,ป้าย,
3521,Pet puppy,,ลูบน้องหมา,
781,Puppy,,เจ้าหมา,
1244,Fallen branch,,กิ่งไม้ตก,
274,Bluecar,,รถสีน้ำเงิน,
1245,Poop,,อุจจาระ,
782,Puppy,,เจ้าหมา,
2626,Sprinkle sparkle on branch,,โปรยกากเพชรบนกิ่งไม้,
278,PuppyDog,,PuppyDog,
1246,Vomit,,อาเจียน,
693,MORGO,,มอร์โก,
783,Party hat,,หมวกปาร์ตี้,
2564,Red ball,,บอลสีแดง,
1247,Leash,,สายล่าม,
4792,Pet Dead Doggy,Pet Dead Doggy,ลูบหมาที่ตาย,
282,Bluecar,,รถสีน้ำเงิน,
3697,"Wait, Misfortune, don't leave just yet!","Подожди, Неудача, не уходи пока!",เดี๋ยวยัยตัวซวย อย่าเพิ่งไปสิ!,
3698,The puppy is up to something.,Пёсик что-то задумал.,เหมือนเจ้าหมาจะเจออะไรเข้า,
3699,"Oh, really? What is it? Puppy?","Оу, правда? Что такое? Пёсик?",โอ๊ะ จริงหรอ? นั่นอะไรน่ะ? เจ้าหมาน้อย?,
551,"No, puppy! Puppy, don't go!","Нет, пёсик! Не уходи!",ไม่นะ เจ้าหมา! เจ้าหมาน้อย อย่าไปนะ!,
552,Fricking black birds!,Дурацкие чёрные птицы!,ไอ้นกดำเวรพวกนี้!,
918,Lil' Cutie!,Милашка!,ไอ้ต้าวตัวน้อย!,
1475,Yeah...,Ага...,ช่าย...,
920,Yeah... That's true. Thank you.,Да... Это правда. Спасибо.,ช่าย... ก็จริงอยู่ ขอบคุณนะ,
1476,Puppy!,Пёсик!,เจ้าหมา!,
1477,Oh my. That will make George really upset.,Боже мой. Джордж очень расстроится.,ตายแล้ว แบบนั้นจอร์จคงโกรธแย่,
2823,I'm still here.,Я все ещё здесь.,ฉันยังอยู่นี่นะ,
3853,I hope I get to meet the puppy again sometime...,"Надеюсь, я когда-нибудь снова встречу пёсика...",หวังว่าหลังจากนี้คงจะได้เจอกับเจ้าหมาอีก...,
3854,I bet you will.,"Я уверен, что встретишь.",เธอจะได้เจอแน่,
3855,Mr. Voice? Why does everyone leave me?,Мистер Голос? Почему меня все бросают?,คุณวอยซ์ ทำไมทุกคนต้องทิ้งหนูไป?,
1248,That sign doesn't work. Do you see all the crap lying around?,Этот знак не действует. Видишь сколько хлама валяется вокруг?,ป้ายนั่นไม่ได้ผลหรอก เห็นเศษขยะทิ้งเกลื่อนรอบๆ มั้ยล่ะ?,
2824,"That's a good observation, Misfortune.","Хорошо подмечено, Неудача.",ช่างสังเกตดีนี่ ยัยตัวซวย,
2825,Thank you.,Спасибо.,ขอบคุณนะ,
568,I'll take the party hat as a symbol of our friendship.,Я возьму этот колпак как символ нашей дружбы.,หนูจะเอาหมวกปาร์ตี้ไปด้วย ไว้เป็นสัญลักษณ์มิตรภาพของเรา,
3911,Puppy doggy!,Пёсик!,เจ้าหมาตัวน้อย!,
921,"Here you go, puppy, you never know when it’s your last treat.","Держи, пёсик. Вдруг это твоё последнее угощение, никто не знает.",เอาไปสิเจ้าหมาน้อย เธอไม่รู้หรอกว่าจะเป็นขนมชิ้นสุดท้ายของเธอรึเปล่า,
2826,"Can I eat my cookie now, and see my fortune?",Я могу съесть печенье сейчас и узнать свою судьбу?,หนูกินคุกกี้แล้วอ่านคำทำนายตอนนี้เลยได้มั้ย?,
2827,Yes! Go ahead!,Да! Вперёд!,ได้สิ! เอาเลย!,
2828,"It says ""You are going to die today"".","Здесь написано ""Сегодня ты умрёшь"".",มันเขียนว่า “คุณจะตายวันนี้”,
2829,Today?,Сегодня?,วันนี้?,
2830,"Hey, didn't you say something about me dying today?","Эй, разве не ты говорил что-то о моей смерти сегодня?",เฮ้ คุณก็บอกอะไรประมาณว่าหนูจะตายวันนี้ด้วยนี่?,
2831,"No, I told you, Misfortune.","Нет, я уже тебе говорил, Неудача.",ไม่เลย ก็บอกแล้วไง ยัยตัวซวย,
2832,Mmm-ok.,Хмм-ладно.,อืมม โอเค,
3856,But that's today!,Но это же сегодня!,แต่มันก็วันนี้นี่!,
3912,And those are just silly cookies. Don't worry about it.,А это просто глупое печенье. Не бери в голову.,แล้วนั่นก็แค่คุกกี้โง่ๆ ไม่ต้องกังวลไปหรอก,
4380,Nobody said anything like that.,Никто ничего подобного не говорил.,ไม่มีใครพูดอะไรแบบนั้นเลย,
2833,"Puppy, what are you doing?","Пёсик, что ты делаешь?",เจ้าหมาน้อย จะทำอะไรน่ะ?,
924,Did you find a treasure?,Ты нашёл сокровище?,เจอสมบัติงั้นหรอ?,
925,You seem to have found the secret of the beach.,"Кажется, ты раскрыла тайну пляжа.",ดูเหมือนจะเจอความลับของริมฝั่งที่นี่เข้าแล้ว,
926,The beach has a secret...?,У пляжа есть тайна...?,ที่ริมฝั่งนี่มีความลับงั้นหรอ...?,
1499,Yes... Let's have a look.,Да... Давай взглянем.,มีสิ... ลองมาดูกัน,
929,"So, Misfortune...","Итак, Неудача...",เอาล่ะ ยัยตัวซวย...,
927,"And the party, right?","И к вечеринке, верно?",แล้วก็ปาร์ตี้ด้วยใช่มั้ย?,
2834,"Ah, yes, that too.","Ах, да, и к ней тоже.",อ้อใช่ๆ นั่นก็ด้วย,
3857,"At the other side of this lake, you will be one step closer to the prize of Eternal Happiness.","По ту сторону этого озера, ты станешь на шаг ближе к призу - Вечному Счастью.",ที่อีกฟากของทะเลสาบ เธอจะได้เข้าใกล้รางวัลความสุขนิรันดร์ไปอีกก้าวแล้ว,
4381,"Sweet, let's go then!","Славно, тогда пойдём!",เยี่ยม งั้นไปกันเลย!,
4382,"Come on, Lil' Cutie!","Идём, Милашка!",มากัน ไอ้ต้าวตัวน้อย!,
4383,"Come on, puppy!","Быстрее, пёсик!",มาเลย เจ้าลูกหมา!,
1249,"You know, once at this lake, I got my head stuck in a plastic bag.","Знаешь, однажды, в этом озере, моя голова застряла в полиэтиленовом пакете.",รู้มั้ย หัวหนูเคยติดอยู่ในถุงพลาสติกครั้งนึงที่ทะเลสาบนี่,
2837,I remember falling asleep and waking up in the hospital.,"Я помню, что заснула и проснулась в больнице.",จำได้ว่าเผลอหลับไปแล้วก็ตื่นมาอีกทีอยู่ที่โรงพยาบาลแล้ว,
2838,"Yeah, I almost died.","Да, я почти умерла.",ใช่ หนูเกือบตายแน่ะ,
2839,That's terrible!,Это ужасно!,น่ากลัวชะมัด!,
2629,"So, Misfortune...","Итак, Неудача...",เอาล่ะ ยัยตัวซวย...,
2628,"And the party, right?","И к вечеринке, так?",แล้วก็ปาร์ตี้ด้วยใช่มั้ย?,
2840,"Ah, yes, that too.","Ах, да, и к ней тоже.",อ้อใช่ๆ นั่นก็ด้วย,
3858,"At the other side of this lake, you will be one step closer to the prize of Eternal Happiness.","По ту сторону этого озера, ты станешь на шаг ближе к призу - Вечному Счастью.",ที่อีกฟากของทะเลสาบ เธอจะได้เข้าใกล้รางวัลความสุขนิรันดร์ไปอีกก้าวแล้ว,
4827,"Oh, puppy. I'm petting you! Why do you let me? You like me?","Оу, пёсик, я тебя глажу! Почему ты мне позволяешь? Я тебе нравлюсь?",อุ๊ย เจ้าหมา จะลูบละน้า! ทำไมยอมให้ลูบล่ะ? ชอบฉันหรอ?,
4828,"What's your name, sweet puppy?","Как тебя зовут, милый пёсик?",ชื่ออะไรน่ะ เจ้าหมาน่ารัก?,
4829,Is your name Lil' Cutie? Beacuse it should be...,Тебя зовут Милашка? Тебе бы подошло...,ชื่อว่า ไอ้ต้าวตัวน้อยใช่มั้ย? คิดว่าน่าจะใช่นะ...,
4830,Lil' Cutie? Mmm...,Милашка? Ммм...,ไอ้ต้าวตัวน้อย? อืมม...,
4831,Mmm... so soft.,Ммм... такой мягкий.,หืมม... นิ่มจัง,
4832,"I like to pet you, Lil' Cutie.","Мне нравится тебя гладить, Милашка.",หนูชอบลูบเธอจัง ไอ้ต้าวตัวน้อย,
4685,You are going to die today,Сегодня ты умрёшь,คุณจะตายวันนี้,
584,Release it,Отпустить,ปล่อยไป,
585,Take it,Взять,เก็บไว้,
721,MORGO,,มอร์โก,
1251,Dirty beach,,หาดสกปรก,
722,PuppyDog,,PuppyDog,
571,Puppy,,เจ้าหมา,
572,Party hat,,หมวกปาร์ตี้,
1250,Sign,,ป้าย,
4833,Puppy,Puppy,เจ้าหมา,
656,"Oh, look! A fortune treat and a doggy cookie, one for me and one for puppy!","Гляди! Лакомство с предсказанием и собачье печенье, одно для меня и одно для пёсика!",อุ๊ยดูสิ! ขนมเสี่ยงทายกับคุกกี้น้องหมา ชิ้นนึงของหนู แล้วอีกชิ้นก็ของเจ้าหมาน้อย!,
658,"Yes, but you can only take one.","Да, но ты можешь взять только одно.",ใช่ แต่เธอเลือกได้แค่ชิ้นเดียว,
659,"I mean, I’ll take the cookie because I like cookies and they tell your fortune in the cookie.","Я возьму печенье, потому что я люблю печенье и они предсказывают твою судьбу.",เอาเป็นว่า หนูเอาคุกกี้แล้วกันเพราะหนูชอบคุกกี้แล้วก็ได้อ่านคำทำนายในคุกกี้ด้วย,
660,I’ll take the doggy treat and use it to make the doggy love me.,Я возьму собачье лакомство и заставлю пёсика полюбить себя.,งั้นหนูเอาขนมน้องหมาให้มันดีกว่า น้องหมาจะได้รักหนู,
1484,"And, yeah, I take the cookie for me.","Да, я возьму печенье для себя.",เอาล่ะ หนูเอาคุกกี้ให้ตัวเองนะ,
3909,Isn't it perfect?,Разве не прекрасно?,ลงตัวพอดีใช่มั้ยล่ะ?,
3910,"A cookie for you, or a treat for the dog.\x0D",Печенье себе или лакомство для собаки.\x0A,คุกกี้ให้หนู หรือขนมให้หมาดี\x0D,
662,Fortune cookie,Печенье с предсказанием,คุกกี้เสี่ยงทาย,
663,Doggy treat,Собачье лакомство,ขนมน้องหมา,
1498,MORGO,,มอร์โก,
2589,"A cookie for you, or a treat for the dog?",Печенье себе или лакомство для собаки?,คุกกี้ให้หนู หรือขนมให้หมาดี?,
970,I should kick them in the balls.,Мне следует ударить их по шарам.,หนูน่าจะเตะไข่มันได้,
971,Ok... My glitter is shiny...,Хорошо... Мои блёстки сверкают...,โอเค... กากเพชรหนูมันเรืองแสง...,
972,And they will get confused and leave me alone.,"Это собьёт их с толку, и они оставят меня в покое. ",แล้วมันจะได้เผลอปล่อยหนูเอง,
976,"I think you're in big trouble, Misfortune.","Кажется, у тебя большие неприятности, Неудача.",ฉันคิดว่าเธอเจอปัญหาใหญ่เข้าแล้วล่ะ ยัยตัวซวย,
977,"Yeah, tell me about it.","Ага, и не говори.",อ้อ ไหนบอกที,
978,But you have to do something about it fast!,"Ты должна что-то предпринять, быстро!",แต่ต้องทำอะไรสักอย่างแล้ว ให้ไวเลย!,
979,"And I asked, where are these balls?","И я спросила, где эти шары?",แล้วหนูก็ถามว่า ไข่อยู่ไหนล่ะ?,
980,"That sounds like a solid plan, Misfortune!","Звучит как отличный план, Неудача!",ฟังดูเป็นแผนที่เข้าท่าเลยนะ ยัยตัวซวย!,
1485,Alright.,Хорошо.,โอเค,
1486,"Mommy told me once, if guys are annoying me...","Однажды мама сказала, если мальчики ко мне пристают...",แม่เคยบอกว่า ถ้ามีผู้ชายมารังควาญ...,
1612,"So, if I throw glitter at the birds, they will only see shiny.","Значит, если я брошу блёстки в птиц, они будут видеть только блеск.",งั้นถ้าหนูโปรยกากเพชรใส่นก มันก็จะเห็นแค่แสงวิบวับ,
3859,And she said between the legs.,"А она ответила, что между ног.",แล้วแม่ก็บอกว่าอยู่ตรงระหว่างขา,
3860,"Alright, here I go!","Ладно, вперёд!",เอาล่ะ ลุยละนะ!,
3915,Where are these birds taking me?,Куда эти птицы меня несут?,พวกนกมันจะพาหนูไปไหนกัน?,
4220,"Oh, what's happening?","Ох, что происходит?",โอ๊ะ เกิดอะไรขึ้น?,
4221,I have no idea!,Понятия не имею!,ไม่รู้เลยเหมือนกัน!,
4222,"Alright, that sounds like a plan.","Ладно, звучит похоже на план.",เอาล่ะ ฟังดูเข้าท่าดี,
4223,Alright! Here I go!,Что ж! Вперед!,เอาล่ะ! ลุยละนะ!,
4224,Ball kick!,Удар по шарам!,เตะอัดไข่!,
4226,Glitter attack!,Атака блёстками!,กากเพชรพิฆาต!,
4228,Shiny glitter all around!,Сверкающие блёстки повсюду!,กากเพชรวิบวับให้ทั่ว!,
2619,How to break loose from the birds?,Как вырваться из лап птиц?,จะหลุดจากนกพวกนี้ได้อย่างไรดี?,
988,Kick them in the balls,Ударить их по шарам,เตะไข่นก,
989,Throw glitter at birds,Бросить в птиц блёстки,โปรยกากเพชรใส่นก,
1503,MORGO,,มอร์โก,
664,*screams*,*кричит*,*กรี๊ด*,
666,"Oh, this is taking a long time.","Кажется, это надолго.",โอย นานเหมือนกันนะเนี่ย,
667,We didn't even go that high up!,Мы не поднимались так высоко!,เราไม่เคยขึ้นมาสูงขนาดนี้เลยนี่นา!,
668,"Well, time seems to slow down when we are in danger.","Кажется, время замедляется, когда мы в опасности.",ก็นะ เวลามันจะช้าลงตอนที่เราอยู่ในอันตราย,
669,Am I in danger?!,Я в опасности?!,หนูอยู่ในอันตรายหรอ?!,
670,"Hey look, a birdie! Hello, Birdie! ","Эй, смотри, птичка! Привет, Птичка! ",เฮ้ดูสิ เจ้านกน้อย! หวัดดีเจ้านกน้อย!,
956,"Huh, that was a rude bird.","Хм, это была грубая птичка.",เหอะ หยาบคายชะมัด,
1504,MORGO,,มอร์โก,
960,Bird,,นก,
586,"Oh, a fish!","О, рыба!",โอ้ ปลานี่นา!,
591,What should we do about it?,Что нам с ней сделать?,เอายังไงกับมันดีล่ะ?,
592,"I would like to return it, it smells fishy.","Я хочу её отпустить, она пахнет подозрительно.",หนูปล่อยมันกลับลงน้ำดีกว่า กลิ่นมันเห็นอย่างกับคาวปลา,
593,I'll keep it.,Я оставлю её.,หนูเก็บไว้เอง,
2687,"Bye-bye, fishy-fishy.","Пока-пока, рыбка.",บ๊ายบายนะเจ้าปลา,
2688,I wonder if Rodrigo has heard about sushi.,"Интересно, слышал ли Родриго о суши?",สงสัยจังว่าโรดริโก้เคยได้ยินเรื่องซูชิมั้ย,
3916,His name is Rodrigo and he needs a new place to stay.,Его зовут Родриго и ему нужно новое жильё.,เขาจะชื่อว่าโรดริโก้ และเขาคงต้องการบ้านใหม่,
4229,"It's like Rodrigo, but in tiny pieces, you know?","Это как Родриго, только мелкими кусочками, знаешь?",มันเหมือนกับโรดริโก้เลย แค่หั่นเป็นชิ้นเล็กๆ ก็เท่านั้นเอง,
932,Why didn't I break my legs and die?,Почему я не сломала ноги и не умерла?,ทำไมหนูถึงไม่ตกลงมาขาหักตายล่ะ?,
933,Hmm... You seem very good at falling.,"Хмм... Похоже, ты умеешь хорошо падать.",หืมม... ดูเหมือนร่วงเก่งมากนะเรา,
934,Thank you.,Спасибо.,ขอบคุณนะ,
1510,"Oh, look! A boat!",Смотри! Корабль!,โอ๊ะ ดูสิ! เรือนี่นา!,
1511,Are we there yet?,Мы уже пришли?,จะถึงรึยัง?,
1512,Hello!,Привет!,หวัดดี!,
1514,Just a little bit farther away.,Ещё чуть дальше.,อยู่ข้างหน้าอีกนิดเดียว,
1515,"Ah, ok.","А, хорошо.",เอ่อ โอเค,
594,"So, Mr. Voice, is the party on the same way to the Eternal Happiness?","Значит, Мистер Голос, вечеринка в той же стороне, что и Вечное Счастье?",นี่คุณวอยซ์ ปาร์ตี้มันอยู่ทางเดียวกันกับความสุขนิรันดร์เลยหรอ?,
595,"Oh, that's convenient.","Оу, как удобно.",อ้อ สะดวกดีแฮะ,
597,About the puppy?,О пёсике?,เรื่องน้องหมาหรอ?,
598,"Yes, yes, it is.","Да, конечно, в той же.",ใช่ๆ ทางเดียวกัน,
599,Have you thought about how to break the news to George?,"Ты подумала о том, как расскажешь новость Джорджу?",ได้คิดไว้รึยังว่าจะบอกข่าวกับจอร์จยังไง?,
2689,"Yes, I mean, if you want to...","Конечно, только если ты хочешь...",ใช่ หมายถึงว่า ถ้าเธอจะบอกนะ...,
2690,"Yes, of course. That's the least I can do for the sweet puppy.","Да, конечно. Это самое малое, что я могу сделать для милого пёсика.",ต้องบอกสิ อย่างน้อยก็ทำเพื่อน้องหมาน่ารักตัวนั้น,
2691,"That is very brave of you, Misfortune.","Это очень смело с твоей стороны, Неудача.",หนูเป็นเด็กกล้าหาญมากเลย ยัยตัวซวย,
2692,Thank you.,Спасибо.,ขอบคุณนะ,
2693,"No, I don't want to get in trouble.\x0D","Нет, я не хочу неприятностей.\x0A",ไม่ดีกว่า หนูไม่อยากมีเรื่อง\x0D,
2694,And I really want to dance at the party.,И я очень хочу потанцевать на вечеринке.,แล้วหนูก็อยากไปเต้นในงานปาร์ตี้จะแย่แล้ว,
2695,Alright then.,"Что ж, ладно.",เอางั้นก็ได้,
688,MORGO,,มอร์โก,
627,Release it,Отпустить,ปล่อยไป,
628,Bring it with you,Забрать с собой,พาไปด้วย,
2698,Will you tell George about the puppy accident?,Ты расскажешь Джорджу о несчастном случае с пёсиком?,จะบอกจอร์จเรื่องอุบัติเหตุที่เกิดกับเจ้าหมาน้อยไหม?,
2699,What should you do about the fish?,Как поступить с рыбой?,ทำอย่างไรกับปลาตัวนี้ดี?,
2696,Yes,Да,บอก,
2697,No,Нет,ไม่บอก,
612,Vikingo,,Vikingo,
2700,"Oh, what a nice picture.","Ах, какая красивая фотография.",โอ้ ภาพสวยจัง,
2701,I wish I had a picture like this with my Mommy and Daddy.,Хотела бы я иметь такую же с мамой и папой.,หนูก็อยากมีภาพแบบนี้กับคุณพ่อคุณแม่บ้างจัง,
4230,Hello?,Эй?,หวัดดี?,
4231,"What is it, Misfortune?","Что такое, Неудача?",อะไรรึ ยัยตัวซวย?,
4232,Nothing.,Ничего.,เปล่าค่ะ,
631,Nobody's answering...,Никто не отвечает...,ไม่มีใครตอบเลย...,
938,Time to check out the party!\x0D,Время заценить вечеринку!\x0A,ได้เวลาสนุกกับปาร์ตี้แล้ว!\x0D,
3917,I'll invite myself in.,Я сама себя приглашу.,งั้นหนูเข้าไปเองละนะ,
2702,And here we are. The house of George.,И вот мы здесь. Дом Джорджа.,เอาล่ะถึงแล้ว บ้านของคุณจอร์จ,
939,I'm a bit nervous about introducing myself.,Я немного нервничаю перед знакомством.,หนูกังวลนิดหน่อยว่าจะแนะนำตัวยังไงดี,
940,You'll do fine! You're brave telling the truth about the puppy.,"Ты справишься! Ты храбрая, раз решила рассказать правду о пёсике.",ไม่เป็นไรน่า! หนูกล้าพูดความจริงเรื่องลูกหมาตัวนั้นอยู่แล้ว,
2703,"Stop it. I'm doing it for the puppy, you know.","Прекрати. Я делаю это ради пёсика, ты ведь знаешь.",ไม่หรอก หนูแค่ทำเพื่อน้องหมาตัวนั้นเฉยๆ แหละค่ะ,
2704,You'll do fine! Just don't mention the puppy like we discussed earlier...,"Ты справишься! Просто не упоминай пёсика, как мы говорили ранее...",ไม่เป็นไรน่า! แค่ไม่พูดเหมือนลูกหมาเหมือนที่คุยกันไว้ก่อนนี้ไง...,
2705,"Yes, ok. I'll just dance.","Ладно, хорошо. Я буду просто танцевать.",ได้คะ แค่เต้นอย่างเดียวก็พอเนอะ,
632,"Ah, these black birds... If George only knew what happened to the puppy.","Ох, эти чёрные птицы... Если бы Джордж только знал, что случилось с пёсиком.",อ่า เจ้านกดำพวกนี้... ถ้าจอร์จรู้ว่าเกิดอะไรขึ้นกับน้องหมานั่นล่ะก็,
2706,"Fricking birds! Thanks to them, I obviously came late to the party...","Дурацкие птицы! Я уверена, что из-за них я опоздала на вечеринку...",ไอ้นกเวร! เพราะพวกแกเลย ฉันถึงได้มาไม่ทันงานปาร์ตี้...,
941,"Ok, I'm here now!","Всё, я здесь!",โอเคหนูมาแล้ว!,
942,Let's go into the woods and get that Eternal Happiness!,Давай пойдём в лес и достанем Вечное Счастье!,เข้าป่าไปตามหาความสุขนิรันดร์กันดีกว่า!,
2707,Yes!,Да!,ค่ะ!,
943,You're going the wrong way.,Ты идёшь не туда.,เธอกำลังไปผิดทางนะ,
944,"Oh, but you're here anyway...","Оу, но тем не менее, ты здесь...",โอ๊ะ แต่คุณก็อยู่ที่นี่อยู่ดีนี่นา...,
945,"Yes, but let's go to the other side.","Да, но пойдём на другую сторону.",ก็ใช่ แต่ไปอีกทางกันดีกว่า,
946,"Oh, you're so complicated!","Боже, ты такой сложный!",เอ้า เอาใจยากซะจริง!,
633,"Excuse me, are you George?","Прошу прощения, вы Джордж?",ขอโทษนะคะ ใช้คุณจอร์จรึเปล่า?,
634,"Oh no, wait! It looks like he hung himself.","О нет, стой! Похоже, он повесился.",ไม่นะ เดี๋ยวก่อน! ดูเหมือนเขาจะแขวนคอ,
635,"Hanged himself, like a piñata? Should I hit him like a piñata?","Повесил себя, как пиньята? Мне ударить его, как пиньяту?",แขวนคอ เหมือนแขวนของเล่นที่ชื่อปิญญาตารึเปล่า? หนูเอาเก้าอี้ฟาดได้มั้ย?,
636,"No, Misfortune... He's dead.","Нет, Неудача... Он мёртв",ไม่เอาน่ายัยตัวซวย... เขาตายแล้ว,
637,"Dead? But he's wearing a pair of sweet boots, he can't be dead!","Мёртв? Но на нем пара отличных сапог, он не может быть мёртв!",ตายหรอ? แต่เขายังใส่รองเท้าบูทสีสวยอยู่เลย ไม่น่าจะตายหรอก!,
638,"Oh, ok...","Оу, понятно...",เอ่อ ตายแฮะ...,
948,"Hey Misfortune, I think this party is over, let's leave.","Эй, Неудача, кажется, вечеринка закончилась, давай уйдём",นี่ยัยตัวซวย ฉันคิดว่าปาร์ตี้คงจบแล้วล่ะ ไปกันเถอะ,
1522,"I don't know anything about any puppy, but I was promised a party.","Я ничего не знаю ни про какого пёсика, но мне обещали вечеринку.",หนูไม่รู้เรื่องอะไรเกี่ยวกับลูกหมาตัวไหนทั้งนั้น แค่มีคนบอกว่าที่นี่มีปาร์ตี้ค่ะ,
2708,"Are you the owner of a puppy, because I bring really bad news...","Вы хозяин пёсика? Если это так, у меня очень плохие новости...",คุณใช่เจ้าของหมาตัวนั้นรึเปล่า พอดีหนูมีข่าวร้ายมากๆ จะมาบอก...,
3918,I'll meet you in the back.,Встретимся на заднем дворе.,ไว้ฉันจะรอที่หลังบ้านนะ,
4233,"George, you know, now that you're dead...","Джордж, кстати, раз вы умерли...",คุณจอร์จ รู้มั้ยว่าตอนนี้คุณตายแล้วนะ...,
4234,Your puppy is gone.,Вашего пёсика больше нет.,น้องหมาก็หายไปด้วย,
4235,I liked the puppy.,Мне нравился этот пёсик.,หนูชอบน้องหมาตัวนั้นนะ,
4236,Bye!,Прощайте!,บาย!,
950,Happiness to George the piñata!,Счастья пиньяте-Джорджу!,ให้ปิญญาตาคุณจอร์จมีความสุข!,
640,"I saw a man once, floating in the lake, just like this fishy...","Однажды я видела человека, плавающего в озере, совсем как эта рыбка...",ครั้งนึงหนูเคยเจอคนลอยในทะเลสาบ เหมือนปลาตัวนี้เลย...,
3471,Are you sure this is the right house?,"Ты уверен, что это правильный дом?",แน่ใจหรอว่าบ้านหลังนี้ถูกแล้ว?,
3472,Where is the party? Hello?,Где вечеринка? Кто-нибудь?,ไหนล่ะปาร์ตี้? ฮัลโหล?,
